employee_id,platform,role
EMP0344,GitHub,Developer
EMP0345,AD,HelpdeskOperator
EMP0345,AWS,Developer
EMP0345,Okta,AppAdmin
EMP0345,Salesforce,StandardUser
EMP0345,GitHub,Developer
EMP0346,AD,User
EMP0346,AWS,Developer
EMP0346,Okta,AppAdmin
EMP0346,Salesforce,StandardUser
EMP0346,GitHub,Reader
EMP0347,AD,User
EMP0347,AWS,ReadOnlyAccess
EMP0347,Okta,AppAdmin
EMP0347,Salesforce,SalesOps
EMP0347,GitHub,Reader
EMP0348,AD,User
EMP0348,AWS,ReadOnlyAccess
EMP0348,Okta,AppAdmin
EMP0348,Salesforce,SalesOps
EMP0348,GitHub,Developer
EMP0349,AD,User
EMP0349,AWS,ReadOnlyAccess
EMP0349,Okta,User
EMP0349,Salesforce,SalesOps
EMP0349,GitHub,Reader
EMP0350,AD,User
EMP0350,AWS,ReadOnlyAccess
EMP0350,Okta,AppAdmin
EMP0350,Salesforce,SalesOps
EMP0350,GitHub,Developer
