event_id,employee_id,platform,event_type,timestamp
EV004703,EMP0187,Okta,Logout,2026-03-16T08:21
EV004704,EMP0187,GitHub,Logout,2026-05-11T17:30
EV004705,EMP0187,GitHub,Login,2026-05-26T00:39
EV004706,EMP0187,AWS,RepoAccess,2026-02-23T07:52
EV004707,EMP0187,AWS,RoleChange,2026-02-24T00:14
EV004708,EMP0187,GitHub,TicketUpdate,2026-01-01T06:18
EV004709,EMP0188,AD,RepoAccess,2026-04-19T09:26
EV004710,EMP0188,Salesforce,TokenUse,2026-05-22T10:39
EV004711,EMP0188,AWS,TokenUse,2026-03-16T01:38
EV004712,EMP0188,Salesforce,RoleChange,2026-03-16T17:46
EV004713,EMP0188,GitHub,Logout,2026-05-23T22:54
EV004714,EMP0188,Okta,Login,2026-04-12T04:24
EV004715,EMP0188,GitHub,S3Access,2026-05-13T16:38
EV004716,EMP0188,AD,Login,2026-03-23T07:40
EV004717,EMP0188,AWS,TokenUse,2026-03-05T18:54
EV004718,EMP0188,AWS,TokenUse,2026-03-30T17:06
EV004719,EMP0188,GitHub,RepoAccess,2026-04-09T06:57
EV004720,EMP0188,Okta,S3Access,2026-01-01T14:35
EV004721,EMP0188,GitHub,Logout,2026-04-26T03:10
EV004722,EMP0188,GitHub,TokenUse,2026-03-06T12:12
EV004723,EMP0188,Salesforce,Logout,2026-03-24T02:23
EV004724,EMP0188,Okta,Login,2026-05-26T02:35
EV004725,EMP0188,Salesforce,RoleChange,2026-03-04T02:24
EV004726,EMP0188,GitHub,RepoAccess,2026-01-20T00:43
EV004727,EMP0188,Salesforce,S3Access,2026-06-01T03:23
EV004728,EMP0188,GitHub,RoleChange,2026-03-29T11:42
EV004729,EMP0188,GitHub,TicketUpdate,2026-01-01T20:19
EV004730,EMP0188,GitHub,Logout,2025-12-30T19:10
EV004731,EMP0188,GitHub,Logout,2026-01-21T01:51
EV004732,EMP0188,AD,TicketUpdate,2026-02-02T01:47
EV004733,EMP0188,Okta,Login,2026-01-19T12:41
EV004734,EMP0188,GitHub,Login,2026-02-04T12:59
EV004735,EMP0188,Salesforce,TokenUse,2026-05-03T18:20
EV004736,EMP0188,Salesforce,RoleChange,2026-04-15T23:25
EV004737,EMP0189,Okta,RepoAccess,2026-02-15T15:57
EV004738,EMP0189,Salesforce,TicketUpdate,2026-04-25T06:10
EV004739,EMP0189,Okta,TokenUse,2026-01-27T21:17
EV004740,EMP0189,Okta,TicketUpdate,2026-01-25T22:57
EV004741,EMP0189,GitHub,RoleChange,2026-05-19T03:50
EV004742,EMP0189,GitHub,RoleChange,2026-01-18T23:19
EV004743,EMP0189,GitHub,TokenUse,2026-04-30T18:46
EV004744,EMP0189,AD,Login,2026-01-13T20:13
EV004745,EMP0189,Okta,RoleChange,2026-05-13T08:04
EV004746,EMP0189,GitHub,Login,2026-01-25T16:10
EV004747,EMP0189,AD,Logout,2026-04-04T02:12
EV004748,EMP0189,AWS,S3Access,2026-01-01T17:32
EV004749,EMP0189,Okta,Login,2026-02-26T10:10
EV004750,EMP0189,GitHub,RoleChange,2026-05-19T07:34
EV004751,EMP0189,AD,TicketUpdate,2026-03-12T14:47
EV004752,EMP0189,AD,TicketUpdate,2026-03-04T00:28
EV004753,EMP0189,AD,DataExport,2026-02-05T11:10
EV004754,EMP0189,Okta,TokenUse,2026-03-20T23:48
EV004755,EMP0190,GitHub,DataExport,2026-01-25T16:24
EV004756,EMP0190,AWS,Login,2026-03-26T07:21
EV004757,EMP0190,AWS,Logout,2026-04-03T05:46
EV004758,EMP0190,Okta,S3Access,2026-05-06T21:35
EV004759,EMP0190,AD,DataExport,2026-02-03T14:14
EV004760,EMP0190,GitHub,RoleChange,2026-03-14T03:58
EV004761,EMP0190,AD,S3Access,2026-02-28T10:35
EV004762,EMP0190,AWS,RepoAccess,2026-02-02T02:25
EV004763,EMP0190,AD,Login,2026-01-31T06:22
EV004764,EMP0190,AD,RoleChange,2026-02-08T16:38
EV004765,EMP0190,AD,Logout,2026-01-23T11:38
EV004766,EMP0190,AD,RepoAccess,2026-02-19T03:26
EV004767,EMP0190,GitHub,TokenUse,2025-12-22T23:37
EV004768,EMP0190,AD,DataExport,2026-03-30T06:08
EV004769,EMP0190,GitHub,TokenUse,2026-01-23T00:13
EV004770,EMP0190,Salesforce,TicketUpdate,2026-02-22T16:36
EV004771,EMP0190,AD,S3Access,2026-02-21T09:10
EV004772,EMP0190,Okta,TicketUpdate,2026-03-22T14:45
EV004773,EMP0190,GitHub,TicketUpdate,2026-04-02T10:56
EV004774,EMP0190,GitHub,Login,2026-04-10T07:38
EV004775,EMP0190,Okta,TokenUse,2026-04-06T08:34
EV004776,EMP0190,GitHub,TicketUpdate,2026-05-31T15:50
EV004777,EMP0190,GitHub,Login,2026-01-19T10:00
EV004778,EMP0190,AWS,S3Access,2026-05-28T10:24
EV004779,EMP0190,AWS,TicketUpdate,2026-03-29T08:28
EV004780,EMP0191,Okta,Logout,2026-05-16T21:38
EV004781,EMP0191,GitHub,TicketUpdate,2026-03-16T19:36
EV004782,EMP0191,GitHub,RepoAccess,2026-04-16T22:52
EV004783,EMP0191,Salesforce,S3Access,2026-02-08T09:23
EV004784,EMP0191,Salesforce,Logout,2026-02-02T23:16
EV004785,EMP0191,AD,Logout,2026-05-30T23:59
EV004786,EMP0191,AWS,TokenUse,2026-02-07T01:55
EV004787,EMP0191,GitHub,Login,2026-04-06T14:51
EV004788,EMP0191,Salesforce,Logout,2026-05-21T22:21
EV004789,EMP0191,AD,DataExport,2026-02-01T19:51
EV004790,EMP0191,Salesforce,DataExport,2026-05-31T20:22
EV004791,EMP0191,AD,S3Access,2026-03-18T16:00
EV004792,EMP0191,Salesforce,RepoAccess,2026-05-07T08:54
EV004793,EMP0191,Salesforce,Logout,2026-05-03T07:13
EV004794,EMP0191,AD,DataExport,2026-02-18T19:42
EV004795,EMP0191,GitHub,DataExport,2026-02-02T22:32
EV004796,EMP0191,Salesforce,Logout,2026-04-18T11:34
EV004797,EMP0191,Okta,RepoAccess,2026-01-10T06:25
EV004798,EMP0191,AD,RoleChange,2026-02-15T20:45
EV004799,EMP0191,Okta,Logout,2026-05-01T17:22
EV004800,EMP0191,Salesforce,RepoAccess,2026-01-30T02:34
EV004801,EMP0191,Okta,DataExport,2026-03-15T08:29
EV004802,EMP0191,GitHub,RepoAccess,2026-05-17T03:36
EV004803,EMP0191,GitHub,RepoAccess,2026-05-26T06:35
EV004804,EMP0191,Salesforce,S3Access,2026-03-27T05:12
EV004805,EMP0191,Okta,DataExport,2026-02-26T13:05
EV004806,EMP0192,Salesforce,DataExport,2026-04-01T18:36
EV004807,EMP0192,AWS,TicketUpdate,2026-05-20T00:46
EV004808,EMP0192,GitHub,RoleChange,2026-03-01T19:00
EV004809,EMP0192,AWS,RepoAccess,2026-05-01T21:44
EV004810,EMP0192,AWS,TicketUpdate,2025-12-26T02:40
EV004811,EMP0192,GitHub,TicketUpdate,2026-01-04T13:07
EV004812,EMP0192,Salesforce,Login,2026-02-08T06:00
EV004813,EMP0192,Salesforce,RepoAccess,2026-03-08T06:54
EV004814,EMP0192,Salesforce,Logout,2026-03-24T19:36
EV004815,EMP0192,GitHub,DataExport,2026-05-08T17:17
EV004816,EMP0192,GitHub,RepoAccess,2026-02-21T14:13
EV004817,EMP0192,Salesforce,TokenUse,2026-05-14T18:46
EV004818,EMP0192,AWS,RepoAccess,2026-04-24T11:27
EV004819,EMP0192,AD,DataExport,2026-05-10T08:10
EV004820,EMP0192,AD,Logout,2026-01-24T17:45
EV004821,EMP0192,AD,Login,2026-05-21T22:14
EV004822,EMP0192,Salesforce,TokenUse,2026-05-21T14:57
EV004823,EMP0192,GitHub,RoleChange,2026-03-11T15:28
EV004824,EMP0192,AD,Logout,2026-04-29T19:37
EV004825,EMP0192,AWS,Logout,2026-03-30T05:43
EV004826,EMP0192,GitHub,RoleChange,2026-03-09T01:20
EV004827,EMP0192,AD,TokenUse,2026-02-05T01:40
EV004828,EMP0193,AWS,Logout,2026-05-08T02:19
EV004829,EMP0193,AWS,TokenUse,2026-03-09T18:37
EV004830,EMP0193,Okta,Logout,2026-05-14T09:38
EV004831,EMP0193,Salesforce,Login,2026-02-11T07:05
EV004832,EMP0193,AD,Login,2026-01-05T09:09
EV004833,EMP0193,Okta,S3Access,2026-01-10T14:37
EV004834,EMP0193,Okta,S3Access,2026-01-30T10:53
EV004835,EMP0193,Salesforce,RepoAccess,2026-04-29T00:00
EV004836,EMP0193,Okta,TicketUpdate,2026-05-29T16:00
EV004837,EMP0193,AWS,Logout,2026-05-12T13:13
EV004838,EMP0193,Okta,TicketUpdate,2026-05-13T03:58
EV004839,EMP0193,GitHub,TicketUpdate,2026-05-12T19:03
EV004840,EMP0193,GitHub,Logout,2026-01-01T22:06
EV004841,EMP0193,Okta,RepoAccess,2026-04-29T00:53
EV004842,EMP0193,GitHub,DataExport,2026-05-21T08:57
EV004843,EMP0193,Okta,TokenUse,2026-02-02T13:03
EV004844,EMP0193,AD,TokenUse,2026-04-02T23:17
EV004845,EMP0193,AWS,DataExport,2026-04-15T14:59
EV004846,EMP0193,AD,TicketUpdate,2026-04-02T15:47
EV004847,EMP0193,GitHub,Logout,2026-02-08T05:05
EV004848,EMP0193,Okta,RepoAccess,2026-01-06T21:51
EV004849,EMP0193,AD,RepoAccess,2026-01-11T06:46
EV004850,EMP0193,AD,S3Access,2025-12-27T05:38
EV004851,EMP0193,AWS,TokenUse,2026-04-03T15:05
EV004852,EMP0193,Salesforce,RoleChange,2026-04-28T23:14
EV004853,EMP0193,AWS,Login,2026-01-09T21:55
EV004854,EMP0193,Salesforce,RepoAccess,2026-04-17T06:02
EV004855,EMP0193,Salesforce,TokenUse,2026-03-12T15:24
EV004856,EMP0194,GitHub,RoleChange,2026-02-24T21:19
EV004857,EMP0194,AD,RepoAccess,2026-04-27T20:16
EV004858,EMP0194,AD,Logout,2026-02-21T19:09
EV004859,EMP0194,AWS,TokenUse,2026-04-17T17:41
EV004860,EMP0194,Okta,S3Access,2026-04-13T06:59
EV004861,EMP0194,GitHub,Logout,2026-02-14T11:56
EV004862,EMP0194,AWS,S3Access,2026-05-28T17:11
EV004863,EMP0194,AWS,DataExport,2026-02-11T16:00
EV004864,EMP0194,AD,Login,2026-01-11T06:25
EV004865,EMP0194,GitHub,Login,2025-12-29T16:15
EV004866,EMP0194,AWS,TokenUse,2026-01-30T00:35
EV004867,EMP0194,Salesforce,Login,2026-05-26T00:38
EV004868,EMP0194,Okta,Logout,2026-02-07T17:14
EV004869,EMP0194,Salesforce,RepoAccess,2026-03-11T06:15
EV004870,EMP0194,Salesforce,DataExport,2026-02-02T20:49
EV004871,EMP0194,AWS,TokenUse,2026-03-05T19:33
EV004872,EMP0194,GitHub,TokenUse,2026-01-27T19:15
EV004873,EMP0194,Salesforce,TicketUpdate,2026-04-06T13:59
EV004874,EMP0194,AWS,TicketUpdate,2026-03-28T05:35
EV004875,EMP0194,AD,TicketUpdate,2025-12-22T19:55
EV004876,EMP0194,Okta,DataExport,2026-04-07T18:24
EV004877,EMP0194,AWS,TokenUse,2026-03-30T16:57
EV004878,EMP0194,Salesforce,TicketUpdate,2026-04-07T06:12
EV004879,EMP0194,Okta,S3Access,2026-04-13T05:53
EV004880,EMP0194,Salesforce,RoleChange,2026-05-06T20:58
EV004881,EMP0194,GitHub,S3Access,2026-05-10T04:59
EV004882,EMP0194,Okta,DataExport,2026-05-24T08:01
EV004883,EMP0195,Okta,Login,2026-03-27T09:05
EV004884,EMP0195,Okta,RepoAccess,2026-01-29T16:30
EV004885,EMP0195,GitHub,TicketUpdate,2026-04-14T03:55
EV004886,EMP0195,GitHub,RepoAccess,2026-02-28T18:12
EV004887,EMP0195,AWS,RoleChange,2026-03-12T05:30
EV004888,EMP0195,Okta,Login,2026-01-12T23:20
EV004889,EMP0195,AD,RepoAccess,2025-12-23T18:19
EV004890,EMP0195,AD,RoleChange,2026-03-12T14:35
EV004891,EMP0195,AD,RoleChange,2026-05-18T00:22
EV004892,EMP0195,Salesforce,TicketUpdate,2025-12-23T22:39
EV004893,EMP0195,Salesforce,S3Access,2026-05-14T03:19
EV004894,EMP0195,GitHub,RepoAccess,2026-04-18T22:30
EV004895,EMP0195,GitHub,TokenUse,2026-01-15T02:45
EV004896,EMP0195,Salesforce,DataExport,2026-05-31T02:34
EV004897,EMP0195,Okta,TokenUse,2026-03-04T01:11
EV004898,EMP0195,Okta,Login,2026-04-11T03:38
EV004899,EMP0195,AWS,TicketUpdate,2026-04-08T23:34
EV004900,EMP0195,Okta,DataExport,2026-01-18T01:24
EV004901,EMP0195,GitHub,S3Access,2026-02-16T02:02
EV004902,EMP0195,AD,TokenUse,2025-12-23T05:32
EV004903,EMP0196,GitHub,RepoAccess,2026-03-01T12:30
EV004904,EMP0196,GitHub,RoleChange,2026-04-10T11:13
EV004905,EMP0196,Salesforce,RepoAccess,2026-02-08T22:17
EV004906,EMP0196,GitHub,TokenUse,2026-05-13T14:47
EV004907,EMP0196,GitHub,TokenUse,2026-04-16T15:12
EV004908,EMP0196,GitHub,RoleChange,2025-12-27T02:29
EV004909,EMP0196,GitHub,RoleChange,2026-03-26T18:13
EV004910,EMP0196,Salesforce,RepoAccess,2026-01-02T16:25
EV004911,EMP0196,AWS,RoleChange,2026-01-01T20:53
EV004912,EMP0196,Salesforce,Login,2026-05-26T22:20
EV004913,EMP0196,GitHub,TokenUse,2026-01-04T15:51
EV004914,EMP0196,AD,TicketUpdate,2026-04-16T17:18
EV004915,EMP0196,GitHub,Logout,2026-01-04T12:04
EV004916,EMP0196,AD,TokenUse,2026-04-13T14:32
EV004917,EMP0196,Okta,DataExport,2026-04-25T06:27
EV004918,EMP0196,AD,TicketUpdate,2026-01-26T06:46
EV004919,EMP0196,GitHub,TicketUpdate,2026-04-26T20:42
EV004920,EMP0196,Okta,RepoAccess,2026-03-09T08:43
EV004921,EMP0196,Okta,Logout,2026-05-19T01:45
EV004922,EMP0196,GitHub,TicketUpdate,2026-05-23T18:26
EV004923,EMP0196,Salesforce,RoleChange,2026-05-21T09:50
EV004924,EMP0196,Salesforce,S3Access,2026-06-01T04:01
EV004925,EMP0196,Salesforce,TicketUpdate,2026-04-15T10:39
EV004926,EMP0196,AWS,TicketUpdate,2026-01-29T19:36
EV004927,EMP0196,AD,RoleChange,2026-05-09T17:59
EV004928,EMP0196,AD,RepoAccess,2026-05-12T12:29
EV004929,EMP0197,Salesforce,RoleChange,2026-03-17T07:38
EV004930,EMP0197,AWS,RepoAccess,2026-03-08T23:37
EV004931,EMP0197,Okta,Login,2026-04-30T08:43
EV004932,EMP0197,AWS,S3Access,2026-02-15T18:47
EV004933,EMP0197,Salesforce,Logout,2026-04-04T04:33
EV004934,EMP0197,Salesforce,Login,2026-01-05T15:55
EV004935,EMP0197,AD,S3Access,2026-03-02T11:41
EV004936,EMP0197,AD,RepoAccess,2026-03-23T15:59
EV004937,EMP0197,Okta,Logout,2026-05-14T19:23
EV004938,EMP0197,Salesforce,TicketUpdate,2026-01-10T06:00
EV004939,EMP0197,AD,Logout,2026-03-24T12:38
EV004940,EMP0197,Salesforce,Login,2026-03-31T08:56
EV004941,EMP0197,Salesforce,Login,2026-04-29T20:13
EV004942,EMP0197,AWS,Logout,2026-01-15T12:21
EV004943,EMP0197,Okta,Logout,2026-03-25T03:31
EV004944,EMP0197,GitHub,Logout,2026-05-15T10:26
EV004945,EMP0197,Salesforce,Login,2026-03-19T11:40
EV004946,EMP0197,Salesforce,RoleChange,2026-04-14T12:27
EV004947,EMP0197,Salesforce,RepoAccess,2026-01-22T23:23
EV004948,EMP0197,GitHub,RoleChange,2026-02-06T02:49
EV004949,EMP0198,Salesforce,TokenUse,2026-01-13T13:56
EV004950,EMP0198,AWS,RoleChange,2026-05-12T18:03
EV004951,EMP0198,Okta,TokenUse,2026-05-12T20:41
EV004952,EMP0198,Okta,S3Access,2026-04-21T01:12
EV004953,EMP0198,Salesforce,RepoAccess,2026-04-07T03:58
EV004954,EMP0198,AWS,TicketUpdate,2026-05-08T15:06
EV004955,EMP0198,AWS,Logout,2026-01-17T22:03
EV004956,EMP0198,GitHub,DataExport,2026-05-05T05:35
EV004957,EMP0198,GitHub,TokenUse,2026-03-02T00:02
EV004958,EMP0198,Okta,RoleChange,2026-05-20T20:37
EV004959,EMP0198,GitHub,RoleChange,2026-01-14T03:31
EV004960,EMP0198,AD,Logout,2026-02-17T09:14
EV004961,EMP0198,GitHub,RoleChange,2026-04-06T20:16
EV004962,EMP0198,AD,TokenUse,2026-05-11T22:47
EV004963,EMP0198,AD,TicketUpdate,2026-05-05T04:59
EV004964,EMP0198,AD,TicketUpdate,2026-03-23T05:43
EV004965,EMP0198,GitHub,RoleChange,2026-03-16T02:19
EV004966,EMP0198,Okta,TicketUpdate,2026-04-11T16:44
EV004967,EMP0198,Okta,S3Access,2026-01-10T07:00
EV004968,EMP0198,Salesforce,Login,2026-03-11T14:40
EV004969,EMP0198,Okta,TicketUpdate,2026-03-05T05:25
EV004970,EMP0198,GitHub,S3Access,2026-03-18T20:51
EV004971,EMP0198,GitHub,Login,2026-04-26T04:26
EV004972,EMP0199,AWS,Logout,2026-05-16T06:37
EV004973,EMP0199,Salesforce,Login,2026-01-28T17:54
EV004974,EMP0199,Salesforce,DataExport,2026-05-21T17:42
EV004975,EMP0199,Salesforce,Logout,2026-05-24T22:21
EV004976,EMP0199,AD,Logout,2025-12-29T05:13
EV004977,EMP0199,AWS,RepoAccess,2026-03-31T03:14
EV004978,EMP0199,AD,RepoAccess,2026-04-16T03:26
EV004979,EMP0199,Salesforce,RepoAccess,2025-12-29T03:58
EV004980,EMP0199,AWS,RoleChange,2026-01-01T17:02
EV004981,EMP0199,Salesforce,RoleChange,2026-03-23T23:19
EV004982,EMP0199,AD,TokenUse,2026-01-04T04:18
EV004983,EMP0199,Okta,S3Access,2026-05-21T20:21
EV004984,EMP0199,AD,Login,2026-04-17T09:16
EV004985,EMP0199,Salesforce,TicketUpdate,2026-05-28T09:31
EV004986,EMP0199,AD,Login,2026-01-22T03:41
EV004987,EMP0199,Salesforce,S3Access,2026-01-20T12:36
EV004988,EMP0199,AWS,DataExport,2026-02-15T23:10
EV004989,EMP0199,AD,DataExport,2026-04-02T06:26
EV004990,EMP0199,AD,Logout,2026-05-23T06:05
EV004991,EMP0199,Okta,TicketUpdate,2026-05-02T08:52
EV004992,EMP0199,AWS,RepoAccess,2026-01-03T10:45
EV004993,EMP0199,AWS,RepoAccess,2026-03-22T01:00
EV004994,EMP0199,Salesforce,Logout,2026-04-14T19:09
EV004995,EMP0199,AD,RoleChange,2026-02-03T17:29
EV004996,EMP0200,Okta,RepoAccess,2025-12-29T21:28
EV004997,EMP0200,AD,TokenUse,2026-02-08T16:31
EV004998,EMP0200,Salesforce,Login,2026-04-27T05:13
EV004999,EMP0200,Okta,S3Access,2026-02-11T20:27
EV005000,EMP0200,Salesforce,Logout,2026-04-09T19:10
EV005001,EMP0200,AD,RoleChange,2026-04-03T21:46
EV005002,EMP0200,Salesforce,RoleChange,2026-03-13T14:57
EV005003,EMP0200,AD,TokenUse,2026-05-05T08:34
EV005004,EMP0200,Okta,RepoAccess,2025-12-29T03:44
EV005005,EMP0200,AWS,Logout,2026-05-13T19:21
EV005006,EMP0200,AD,S3Access,2026-03-08T21:36
EV005007,EMP0200,Okta,DataExport,2026-01-30T06:37
EV005008,EMP0200,GitHub,TokenUse,2026-04-02T02:54
EV005009,EMP0200,Salesforce,RoleChange,2026-01-16T12:05
EV005010,EMP0200,AD,RoleChange,2026-02-02T08:29
EV005011,EMP0200,Okta,Login,2026-03-14T18:34
EV005012,EMP0200,Salesforce,Login,2026-03-15T03:28
EV005013,EMP0200,GitHub,RepoAccess,2026-01-26T17:22
EV005014,EMP0200,GitHub,RoleChange,2026-03-13T20:40
EV005015,EMP0201,Salesforce,S3Access,2026-02-01T17:22
EV005016,EMP0201,GitHub,DataExport,2026-04-11T05:57
EV005017,EMP0201,Okta,DataExport,2026-01-03T02:18
EV005018,EMP0201,AD,TokenUse,2026-05-31T07:27
EV005019,EMP0201,AWS,RepoAccess,2025-12-25T14:02
EV005020,EMP0201,AWS,RoleChange,2026-02-18T19:48
EV005021,EMP0201,Salesforce,TicketUpdate,2026-03-30T15:28
EV005022,EMP0201,AWS,S3Access,2026-02-25T23:02
EV005023,EMP0201,Okta,RoleChange,2026-03-22T05:21
EV005024,EMP0201,GitHub,RoleChange,2026-02-04T22:26
EV005025,EMP0201,Okta,DataExport,2026-01-22T20:18
EV005026,EMP0201,AD,S3Access,2026-01-05T03:32
EV005027,EMP0201,AWS,TokenUse,2026-04-09T19:34
EV005028,EMP0201,AD,TokenUse,2026-02-18T05:35
EV005029,EMP0201,Okta,TokenUse,2026-04-28T07:13
EV005030,EMP0201,AWS,RoleChange,2026-03-15T22:12
EV005031,EMP0201,AD,DataExport,2026-01-08T10:19
EV005032,EMP0201,Salesforce,RoleChange,2026-03-15T21:09
EV005033,EMP0201,Salesforce,S3Access,2026-04-12T21:41
EV005034,EMP0201,Salesforce,Logout,2026-02-23T02:15
EV005035,EMP0201,Salesforce,S3Access,2025-12-22T09:35
EV005036,EMP0201,AWS,RepoAccess,2026-04-04T00:33
EV005037,EMP0201,AD,Login,2026-04-07T15:09
EV005038,EMP0201,Salesforce,TokenUse,2026-02-13T06:36
EV005039,EMP0201,GitHub,TokenUse,2026-02-19T10:34
EV005040,EMP0201,Okta,DataExport,2026-05-17T22:48
EV005041,EMP0201,GitHub,Login,2026-02-27T06:38
EV005042,EMP0201,GitHub,RepoAccess,2026-05-03T12:26
EV005043,EMP0202,Okta,RepoAccess,2026-02-23T11:04
EV005044,EMP0202,AD,RepoAccess,2026-04-11T11:41
EV005045,EMP0202,AD,RepoAccess,2026-01-18T07:15
EV005046,EMP0202,GitHub,TicketUpdate,2026-05-29T09:37
EV005047,EMP0202,GitHub,Login,2026-02-11T19:26
EV005048,EMP0202,Okta,Logout,2026-01-10T01:41
EV005049,EMP0202,AWS,TicketUpdate,2026-04-06T05:32
EV005050,EMP0202,Salesforce,RoleChange,2026-01-24T07:33
EV005051,EMP0202,AWS,TicketUpdate,2026-01-05T13:08
EV005052,EMP0202,AD,Login,2026-01-01T08:39
EV005053,EMP0202,GitHub,TokenUse,2026-03-01T13:56
EV005054,EMP0202,AWS,Logout,2026-05-11T04:19
EV005055,EMP0202,GitHub,RepoAccess,2026-05-08T10:16
EV005056,EMP0202,Salesforce,RoleChange,2026-03-04T06:49
EV005057,EMP0202,AD,Login,2026-04-06T21:51
EV005058,EMP0202,AWS,DataExport,2026-05-23T17:03
EV005059,EMP0202,AD,TicketUpdate,2026-04-30T04:53
EV005060,EMP0202,GitHub,RepoAccess,2026-04-15T21:20
EV005061,EMP0202,Okta,TicketUpdate,2026-04-07T05:56
EV005062,EMP0202,AWS,DataExport,2026-01-11T09:05
EV005063,EMP0202,AWS,TokenUse,2026-04-29T07:38
EV005064,EMP0202,Okta,RoleChange,2026-04-02T13:37
EV005065,EMP0202,AWS,TokenUse,2026-05-05T17:24
EV005066,EMP0202,AWS,RepoAccess,2026-05-23T14:23
EV005067,EMP0202,AWS,DataExport,2026-04-23T22:14
EV005068,EMP0203,GitHub,RoleChange,2026-01-09T19:33
EV005069,EMP0203,Okta,S3Access,2026-04-19T01:47
EV005070,EMP0203,GitHub,Login,2026-02-01T14:29
EV005071,EMP0203,Okta,DataExport,2026-05-25T05:00
EV005072,EMP0203,AD,Logout,2026-04-11T20:39
EV005073,EMP0203,AWS,RepoAccess,2026-02-05T05:39
EV005074,EMP0203,Salesforce,S3Access,2026-01-15T19:50
EV005075,EMP0203,Okta,Logout,2026-01-07T04:43
EV005076,EMP0203,GitHub,RoleChange,2026-01-26T09:45
EV005077,EMP0203,GitHub,RepoAccess,2026-05-09T01:28
EV005078,EMP0203,AD,Login,2026-01-31T19:04
EV005079,EMP0203,Okta,TicketUpdate,2026-04-30T23:09
EV005080,EMP0203,AD,RoleChange,2026-02-14T08:02
EV005081,EMP0203,AD,Login,2026-01-11T20:24
EV005082,EMP0203,AD,S3Access,2026-04-10T22:43
EV005083,EMP0203,AWS,S3Access,2026-03-31T06:46
EV005084,EMP0203,Okta,TokenUse,2026-03-19T12:28
EV005085,EMP0203,GitHub,TicketUpdate,2025-12-28T15:23
EV005086,EMP0203,Okta,Login,2026-02-10T21:44
EV005087,EMP0203,Okta,TicketUpdate,2026-05-03T18:40
EV005088,EMP0204,AD,TicketUpdate,2026-05-18T09:03
EV005089,EMP0204,Salesforce,RoleChange,2026-05-14T00:22
EV005090,EMP0204,AD,Logout,2026-04-12T21:31
EV005091,EMP0204,Okta,Logout,2026-01-10T08:03
EV005092,EMP0204,Salesforce,Logout,2026-03-07T16:42
EV005093,EMP0204,Okta,S3Access,2026-05-17T21:34
EV005094,EMP0204,AD,Login,2025-12-23T15:56
EV005095,EMP0204,AWS,RepoAccess,2026-01-16T06:53
EV005096,EMP0204,Salesforce,RepoAccess,2026-04-17T00:13
EV005097,EMP0204,Okta,Login,2026-02-28T02:06
EV005098,EMP0204,AWS,RoleChange,2026-05-03T06:55
EV005099,EMP0204,Okta,RoleChange,2026-02-12T20:32
EV005100,EMP0204,Okta,S3Access,2026-01-31T13:29
EV005101,EMP0204,AD,TicketUpdate,2026-05-22T12:35
EV005102,EMP0204,GitHub,S3Access,2026-04-04T13:29
EV005103,EMP0204,AD,TicketUpdate,2026-02-04T10:20
EV005104,EMP0204,AWS,Logout,2026-05-14T11:21
EV005105,EMP0204,Salesforce,Login,2026-03-13T12:19
EV005106,EMP0204,AD,TicketUpdate,2026-01-09T12:37
EV005107,EMP0204,Salesforce,S3Access,2026-05-19T01:44
EV005108,EMP0204,AD,TokenUse,2026-05-20T10:03
EV005109,EMP0204,AWS,RoleChange,2026-04-21T03:26
EV005110,EMP0205,AWS,DataExport,2026-03-16T08:33
EV005111,EMP0205,Okta,RoleChange,2026-03-03T23:50
EV005112,EMP0205,AWS,S3Access,2026-03-20T09:38
EV005113,EMP0205,GitHub,Login,2026-02-06T06:36
EV005114,EMP0205,AD,TicketUpdate,2026-04-05T05:46
EV005115,EMP0205,AD,RoleChange,2026-02-09T22:31
EV005116,EMP0205,GitHub,TokenUse,2026-04-25T15:56
EV005117,EMP0205,AD,Login,2026-02-17T08:06
EV005118,EMP0205,AWS,DataExport,2025-12-30T03:37
EV005119,EMP0205,Salesforce,RoleChange,2026-04-12T10:36
EV005120,EMP0205,AD,S3Access,2026-03-12T12:49
EV005121,EMP0205,GitHub,TokenUse,2026-04-10T20:57
EV005122,EMP0205,AD,DataExport,2026-03-18T01:15
EV005123,EMP0205,AWS,S3Access,2026-04-21T10:26
EV005124,EMP0205,Salesforce,RepoAccess,2026-02-27T14:25
EV005125,EMP0205,AD,TokenUse,2026-02-27T16:46
EV005126,EMP0205,AWS,RepoAccess,2025-12-30T23:27
EV005127,EMP0205,GitHub,TokenUse,2026-05-09T08:16
EV005128,EMP0205,GitHub,Login,2026-03-29T04:29
EV005129,EMP0205,GitHub,TokenUse,2026-01-14T01:29
EV005130,EMP0205,AD,RoleChange,2026-03-18T21:38
EV005131,EMP0206,Okta,TicketUpdate,2026-03-07T05:08
EV005132,EMP0206,AD,S3Access,2026-02-06T02:40
EV005133,EMP0206,Salesforce,TicketUpdate,2026-03-07T22:52
EV005134,EMP0206,Salesforce,RoleChange,2026-05-20T02:37
EV005135,EMP0206,AWS,RoleChange,2026-04-23T03:35
EV005136,EMP0206,AD,TokenUse,2026-04-05T13:59
EV005137,EMP0206,Salesforce,DataExport,2026-01-24T03:44
EV005138,EMP0206,GitHub,TokenUse,2026-05-04T19:54
